 ,Label,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,AR,Round,Solidity
53,aero_1_0714:slice:1,481,185.725,813.675,185.725,813.675,28.952,21.153,161.330,0.775,1.369,0.731,0.895
54,aero_1_0714:slice:1,4,960.000,808.000,960.000,808.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
55,aero_1_0714:slice:1,3397,847.188,849.256,847.188,849.256,79.630,54.316,152.535,0.569,1.466,0.682,0.847
56,aero_1_0714:slice:1,4,68.000,835.000,68.000,835.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
57,aero_1_0714:slice:1,3932,150.116,871.150,150.116,871.150,74.108,67.555,13.612,0.664,1.097,0.912,0.901
58,aero_1_0714:slice:1,2468,583.128,883.850,583.128,883.850,66.384,47.336,151.148,0.779,1.402,0.713,0.940
59,aero_1_0714:slice:1,1166,389.002,925.751,389.002,925.751,49.053,30.265,166.789,0.664,1.621,0.617,0.873
60,aero_1_0714:slice:1,1430,780.397,931.773,780.397,931.773,54.249,33.563,156.118,0.615,1.616,0.619,0.859
61,aero_1_0714:slice:1,338,101.760,930.994,101.760,930.994,25.040,17.187,6.719,0.842,1.457,0.686,0.927
62,aero_1_0714:slice:1,4,856.000,925.000,856.000,925.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
63,aero_1_0714:slice:1,15,663.167,966.233,663.167,966.233,4.759,4.014,174.116,1.000,1.186,0.843,0.882
64,aero_1_0714:slice:1,191,49.626,986.631,49.626,986.631,17.997,13.513,32.527,0.818,1.332,0.751,0.899
65,aero_1_0714:slice:1,33,454.561,991.955,454.561,991.955,8.321,5.049,147.623,0.965,1.648,0.607,0.904
66,aero_1_0714:slice:1,680,14.621,1011.629,14.621,1011.629,34.255,25.275,5.890,0.751,1.355,0.738,0.933
67,aero_1_0714:slice:1,16,638.625,1023.125,638.625,1023.125,9.695,2.101,177.855,0.453,4.614,0.217,0.889
68,aero_1_0714:slice:2,47,77.415,1.628,77.415,1.628,15.154,3.949,177.963,0.474,3.838,0.261,0.887
69,aero_1_0714:slice:2,1303,806.455,23.611,806.455,23.611,46.960,35.329,177.196,0.825,1.329,0.752,0.947
70,aero_1_0714:slice:2,481,557.415,33.556,557.415,33.556,32.385,18.911,23.805,0.785,1.713,0.584,0.894
71,aero_1_0714:slice:2,642,12.217,77.492,12.217,77.492,33.152,24.657,112.818,0.750,1.345,0.744,0.902
72,aero_1_0714:slice:2,1046,430.521,102.694,430.521,102.694,39.312,33.878,35.610,0.811,1.160,0.862,0.924
73,aero_1_0714:slice:2,3177,654.198,141.502,654.198,141.502,74.547,54.262,146.853,0.752,1.374,0.728,0.932
74,aero_1_0714:slice:2,19,546.237,160.868,546.237,160.868,5.184,4.666,162.504,1.000,1.111,0.900,0.884
75,aero_1_0714:slice:2,2632,310.015,187.828,310.015,187.828,73.632,45.512,154.153,0.686,1.618,0.618,0.881
76,aero_1_0714:slice:2,1720,712.456,213.952,712.456,213.952,55.669,39.339,169.902,0.773,1.415,0.707,0.929
77,aero_1_0714:slice:2,4,854.000,214.000,854.000,214.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
78,aero_1_0714:slice:2,11,751.773,222.318,751.773,222.318,3.963,3.534,9.827,0.715,1.122,0.892,0.786
79,aero_1_0714:slice:2,5,526.900,224.300,526.900,224.300,3.144,2.025,71.565,1.000,1.553,0.644,0.909
80,aero_1_0714:slice:2,316,169.228,236.972,169.228,236.972,23.519,17.107,74.372,0.724,1.375,0.727,0.878
81,aero_1_0714:slice:2,6,261.000,234.500,261.000,234.500,3.385,2.257,90.000,1.000,1.500,0.667,1.000
82,aero_1_0714:slice:2,1397,1005.919,263.490,1005.919,263.490,46.733,38.061,107.046,0.754,1.228,0.814,0.932
83,aero_1_0714:slice:2,1299,91.415,265.179,91.415,265.179,42.448,38.964,114.300,0.787,1.089,0.918,0.931
84,aero_1_0714:slice:2,7,568.500,258.786,568.500,258.786,3.086,2.888,0.000,1.000,1.069,0.936,0.875
85,aero_1_0714:slice:2,8,181.000,281.500,181.000,281.500,3.489,2.919,0.000,1.000,1.195,0.837,0.800
86,aero_1_0714:slice:2,67,841.813,296.724,841.813,296.724,11.579,7.367,141.511,0.779,1.572,0.636,0.832
87,aero_1_0714:slice:2,1380,677.812,330.099,677.812,330.099,52.437,33.508,154.213,0.654,1.565,0.639,0.875
88,aero_1_0714:slice:2,226,440.084,327.823,440.084,327.823,18.047,15.945,5.204,0.889,1.132,0.884,0.913
89,aero_1_0714:slice:2,1696,263.283,346.764,263.283,346.764,51.297,42.096,133.822,0.667,1.219,0.821,0.876
90,aero_1_0714:slice:2,6,611.667,358.667,611.667,358.667,3.140,2.433,135.000,1.000,1.291,0.775,0.800
91,aero_1_0714:slice:2,6,1015.000,372.500,1015.000,372.500,3.385,2.257,90.000,1.000,1.500,0.667,1.000
92,aero_1_0714:slice:2,771,916.722,435.988,916.722,435.988,46.607,21.063,25.667,0.553,2.213,0.452,0.823
93,aero_1_0714:slice:2,32,335.031,425.531,335.031,425.531,7.400,5.506,117.086,0.885,1.344,0.744,0.877
94,aero_1_0714:slice:2,4082,167.715,469.908,167.715,469.908,132.755,39.150,157.632,0.328,3.391,0.295,0.774
95,aero_1_0714:slice:2,507,287.965,471.078,287.965,471.078,32.281,19.997,175.801,0.734,1.614,0.619,0.902
96,aero_1_0714:slice:2,393,679.752,490.019,679.752,490.019,30.651,16.325,5.878,0.695,1.877,0.533,0.876
97,aero_1_0714:slice:2,579,104.915,510.616,104.915,510.616,35.044,21.037,144.746,0.724,1.666,0.600,0.898
98,aero_1_0714:slice:2,515,362.881,512.209,362.881,512.209,27.173,24.131,9.331,0.799,1.126,0.888,0.900
99,aero_1_0714:slice:2,2079,654.693,529.817,654.693,529.817,61.133,43.300,154.813,0.672,1.412,0.708,0.875
100,aero_1_0714:slice:2,11,317.955,514.136,317.955,514.136,5.091,2.751,131.203,0.976,1.851,0.540,0.846
101,aero_1_0714:slice:2,6,978.000,543.500,978.000,543.500,3.385,2.257,90.000,1.000,1.500,0.667,1.000
102,aero_1_0714:slice:2,20,858.450,545.600,858.450,545.600,5.251,4.849,153.435,1.000,1.083,0.923,0.889
103,aero_1_0714:slice:2,2530,717.890,569.509,717.890,569.509,64.155,50.211,19.884,0.626,1.278,0.783,0.887
104,aero_1_0714:slice:2,436,208.232,564.312,208.232,564.312,24.585,22.580,100.389,0.764,1.089,0.918,0.889
105,aero_1_0714:slice:2,186,404.930,569.742,404.930,569.742,20.457,11.577,153.731,0.772,1.767,0.566,0.892
106,aero_1_0714:slice:2,4,846.000,565.000,846.000,565.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
107,aero_1_0714:slice:2,111,106.122,595.554,106.122,595.554,14.104,10.020,22.642,0.825,1.408,0.710,0.847
108,aero_1_0714:slice:2,224,1018.857,615.527,1018.857,615.527,22.530,12.659,88.129,0.610,1.780,0.562,0.900
109,aero_1_0714:slice:2,5,707.300,626.100,707.300,626.100,3.144,2.025,161.565,1.000,1.553,0.644,0.909
110,aero_1_0714:slice:2,4,521.000,647.000,521.000,647.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
111,aero_1_0714:slice:2,600,642.578,659.318,642.578,659.318,33.843,22.573,23.276,0.768,1.499,0.667,0.902
112,aero_1_0714:slice:2,24,511.000,683.500,511.000,683.500,6.966,4.387,145.427,1.000,1.588,0.630,0.923
113,aero_1_0714:slice:2,2462,888.686,739.508,888.686,739.508,68.083,46.043,158.653,0.691,1.479,0.676,0.909
114,aero_1_0714:slice:2,5,29.700,746.100,29.700,746.100,3.144,2.025,18.435,1.000,1.553,0.644,0.909
115,aero_1_0714:slice:2,577,980.705,781.966,980.705,781.966,29.537,24.873,142.706,0.764,1.188,0.842,0.883
116,aero_1_0714:slice:2,11,217.500,772.500,217.500,772.500,5.575,2.512,159.699,0.976,2.219,0.451,0.846
117,aero_1_0714:slice:2,467,12.933,788.078,12.933,788.078,35.314,16.838,123.413,0.604,2.097,0.477,0.847
118,aero_1_0714:slice:2,26,815.923,786.423,815.923,786.423,6.655,4.974,175.033,0.932,1.338,0.747,0.881
119,aero_1_0714:slice:2,481,186.581,813.959,186.581,813.959,28.297,21.643,160.570,0.790,1.307,0.765,0.914
120,aero_1_0714:slice:2,4,960.000,808.000,960.000,808.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
121,aero_1_0714:slice:2,3379,848.330,849.439,848.330,849.439,79.004,54.457,150.703,0.570,1.451,0.689,0.849
122,aero_1_0714:slice:2,4,68.000,835.000,68.000,835.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
123,aero_1_0714:slice:2,3905,151.407,871.605,151.407,871.605,74.578,66.669,13.339,0.667,1.119,0.894,0.902
124,aero_1_0714:slice:2,2467,584.497,883.983,584.497,883.983,65.782,47.750,148.847,0.786,1.378,0.726,0.939
125,aero_1_0714:slice:2,1162,389.939,926.006,389.939,926.006,48.447,30.539,163.861,0.659,1.586,0.630,0.870
126,aero_1_0714:slice:2,1430,781.307,931.794,781.307,931.794,53.934,33.759,153.030,0.636,1.598,0.626,0.865
127,aero_1_0714:slice:2,337,102.429,931.266,102.429,931.266,25.615,16.751,0.806,0.794,1.529,0.654,0.915
128,aero_1_0714:slice:2,4,856.000,925.000,856.000,925.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
129,aero_1_0714:slice:2,14,663.357,966.500,663.357,966.500,4.739,3.761,141.047,0.880,1.260,0.794,0.757
130,aero_1_0714:slice:2,189,50.310,987.040,50.310,987.040,18.976,12.681,23.126,0.834,1.496,0.668,0.902
131,aero_1_0714:slice:2,31,454.758,991.758,454.758,991.758,7.560,5.221,135.000,0.937,1.448,0.691,0.849
132,aero_1_0714:slice:2,691,15.516,1012.587,15.516,1012.587,35.483,24.795,0.497,0.751,1.431,0.699,0.941
133,aero_1_0714:slice:2,20,641.500,1022.800,641.500,1022.800,8.588,2.965,175.927,0.524,2.897,0.345,0.833
134,aero_1_0714:slice:3,52,78.115,1.962,78.115,1.962,13.659,4.847,177.482,0.561,2.818,0.355,0.889
135,aero_1_0714:slice:3,1316,807.544,23.850,807.544,23.850,47.146,35.540,176.016,0.827,1.327,0.754,0.949
136,aero_1_0714:slice:3,486,558.502,34.002,558.502,34.002,33.504,18.469,15.753,0.735,1.814,0.551,0.881
137,aero_1_0714:slice:3,647,13.211,77.426,13.211,77.426,32.703,25.190,103.749,0.744,1.298,0.770,0.905
138,aero_1_0714:slice:3,1046,431.610,102.986,431.610,102.986,40.326,33.026,32.064,0.793,1.221,0.819,0.917
139,aero_1_0714:slice:3,3190,655.431,141.642,655.431,141.642,73.799,55.036,144.802,0.765,1.341,0.746,0.934
140,aero_1_0714:slice:3,18,546.222,160.667,546.222,160.667,5.289,4.334,121.586,1.000,1.220,0.819,0.857
141,aero_1_0714:slice:3,2646,311.251,187.827,311.251,187.827,73.134,46.066,152.071,0.707,1.588,0.630,0.882
142,aero_1_0714:slice:3,1718,713.561,214.111,713.561,214.111,55.419,39.471,168.328,0.755,1.404,0.712,0.926
143,aero_1_0714:slice:3,4,854.000,214.000,854.000,214.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
144,aero_1_0714:slice:3,11,751.773,222.318,751.773,222.318,3.963,3.534,9.827,0.715,1.122,0.892,0.786
145,aero_1_0714:slice:3,5,526.900,224.300,526.900,224.300,3.144,2.025,71.565,1.000,1.553,0.644,0.909
146,aero_1_0714:slice:3,315,170.183,236.878,170.183,236.878,24.514,16.361,59.008,0.733,1.498,0.667,0.875
147,aero_1_0714:slice:3,7,260.786,234.500,260.786,234.500,3.086,2.888,90.000,1.000,1.069,0.936,0.875
148,aero_1_0714:slice:3,1357,1006.927,263.196,1006.927,263.196,46.545,37.121,100.073,0.771,1.254,0.798,0.932
149,aero_1_0714:slice:3,1295,92.649,265.372,92.649,265.372,41.744,39.499,85.187,0.772,1.057,0.946,0.926
150,aero_1_0714:slice:3,7,568.500,258.786,568.500,258.786,3.086,2.888,0.000,1.000,1.069,0.936,0.875
151,aero_1_0714:slice:3,7,180.786,281.500,180.786,281.500,3.086,2.888,90.000,1.000,1.069,0.936,0.875
152,aero_1_0714:slice:3,66,841.652,296.773,841.652,296.773,11.830,7.104,142.431,0.768,1.665,0.600,0.820
153,aero_1_0714:slice:3,1372,678.625,330.131,678.625,330.131,51.777,33.739,151.579,0.684,1.535,0.652,0.872
154,aero_1_0714:slice:3,229,440.976,327.980,440.976,327.980,18.792,15.516,9.054,0.826,1.211,0.826,0.893
155,aero_1_0714:slice:3,1708,264.505,347.008,264.505,347.008,50.427,43.126,131.295,0.673,1.169,0.855,0.885
156,aero_1_0714:slice:3,6,611.667,358.667,611.667,358.667,3.140,2.433,135.000,1.000,1.291,0.775,0.800
157,aero_1_0714:slice:3,6,1015.000,372.500,1015.000,372.500,3.385,2.257,90.000,1.000,1.500,0.667,1.000
158,aero_1_0714:slice:3,33,335.258,425.439,335.258,425.439,7.151,5.875,65.725,0.965,1.217,0.822,0.904
159,aero_1_0714:slice:3,761,917.545,436.775,917.545,436.775,47.410,20.437,20.136,0.565,2.320,0.431,0.833
160,aero_1_0714:slice:3,1552,132.874,452.813,132.874,452.813,50.811,38.890,172.456,0.724,1.307,0.765,0.919
161,aero_1_0714:slice:3,2513,190.944,480.896,190.944,480.896,83.399,38.366,169.281,0.572,2.174,0.460,0.901
162,aero_1_0714:slice:3,503,288.814,471.428,288.814,471.428,32.226,19.873,170.793,0.749,1.622,0.617,0.898
163,aero_1_0714:slice:3,6,0.833,478.667,0.833,478.667,4.134,1.848,77.067,0.809,2.237,0.447,0.857
164,aero_1_0714:slice:3,381,680.461,490.432,680.461,490.432,30.882,15.708,179.066,0.683,1.966,0.509,0.870
165,aero_1_0714:slice:3,573,105.830,510.535,105.830,510.535,34.059,21.420,139.027,0.713,1.590,0.629,0.884
166,aero_1_0714:slice:3,513,363.941,512.484,363.941,512.484,28.089,23.254,13.471,0.800,1.208,0.828,0.903
167,aero_1_0714:slice:3,2077,655.953,530.114,655.953,530.114,60.579,43.654,152.868,0.654,1.388,0.721,0.870
168,aero_1_0714:slice:3,13,318.500,513.808,318.500,513.808,5.067,3.267,90.000,0.956,1.551,0.645,0.929
169,aero_1_0714:slice:3,7,978.214,543.500,978.214,543.500,3.086,2.888,90.000,1.000,1.069,0.936,0.875
170,aero_1_0714:slice:3,20,858.450,545.650,858.450,545.650,5.703,4.465,157.616,0.838,1.277,0.783,0.833
171,aero_1_0714:slice:3,2522,719.340,569.932,719.340,569.932,64.979,49.418,17.908,0.628,1.315,0.761,0.886
172,aero_1_0714:slice:3,428,209.306,564.668,209.306,564.668,24.124,22.590,65.942,0.722,1.068,0.936,0.883
173,aero_1_0714:slice:3,187,405.580,569.821,405.580,569.821,19.833,12.005,146.713,0.818,1.652,0.605,0.893
174,aero_1_0714:slice:3,4,846.000,565.000,846.000,565.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
175,aero_1_0714:slice:3,106,106.538,595.755,106.538,595.755,14.594,9.248,9.510,0.856,1.578,0.634,0.898
176,aero_1_0714:slice:3,199,1019.239,614.470,1019.239,614.470,21.460,11.807,88.747,0.657,1.818,0.550,0.892
177,aero_1_0714:slice:3,5,707.300,626.100,707.300,626.100,3.144,2.025,161.565,1.000,1.553,0.644,0.909
178,aero_1_0714:slice:3,4,521.000,647.000,521.000,647.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
179,aero_1_0714:slice:3,594,643.678,659.744,643.678,659.744,35.128,21.530,17.584,0.743,1.632,0.613,0.902
180,aero_1_0714:slice:3,23,511.413,683.370,511.413,683.370,6.323,4.631,146.881,0.964,1.365,0.732,0.885
181,aero_1_0714:slice:3,2472,889.879,739.634,889.879,739.634,67.583,46.571,156.785,0.731,1.451,0.689,0.918
182,aero_1_0714:slice:3,5,29.700,746.100,29.700,746.100,3.144,2.025,18.435,1.000,1.553,0.644,0.909
183,aero_1_0714:slice:3,582,981.881,781.991,981.881,781.991,28.577,25.931,139.156,0.744,1.102,0.907,0.884
184,aero_1_0714:slice:3,9,217.278,772.389,217.278,772.389,4.200,2.729,119.518,0.923,1.539,0.650,0.900
185,aero_1_0714:slice:3,476,13.353,787.685,13.353,787.685,34.947,17.342,119.078,0.582,2.015,0.496,0.837
186,aero_1_0714:slice:3,28,816.143,786.643,816.143,786.643,7.936,4.492,169.215,0.920,1.767,0.566,0.848
187,aero_1_0714:slice:3,481,187.656,813.995,187.656,813.995,27.677,22.127,158.300,0.756,1.251,0.799,0.894
188,aero_1_0714:slice:3,4,960.000,808.000,960.000,808.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
189,aero_1_0714:slice:3,3380,849.657,849.488,849.657,849.488,78.253,54.995,149.113,0.573,1.423,0.703,0.853
190,aero_1_0714:slice:3,4,68.000,835.000,68.000,835.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
191,aero_1_0714:slice:3,3901,152.804,871.877,152.804,871.877,75.242,66.012,13.755,0.672,1.140,0.877,0.906
192,aero_1_0714:slice:3,2483,585.763,884.029,585.763,884.029,65.099,48.564,146.965,0.789,1.340,0.746,0.939
193,aero_1_0714:slice:3,1161,390.867,926.061,390.867,926.061,48.163,30.692,160.604,0.671,1.569,0.637,0.883
194,aero_1_0714:slice:3,1430,782.257,931.732,782.257,931.732,53.544,34.004,150.419,0.630,1.575,0.635,0.862
195,aero_1_0714:slice:3,338,103.151,931.334,103.151,931.334,25.722,16.731,175.950,0.784,1.537,0.650,0.912
196,aero_1_0714:slice:3,4,856.000,925.000,856.000,925.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
197,aero_1_0714:slice:3,17,663.618,966.500,663.618,966.500,5.039,4.296,134.158,0.985,1.173,0.853,0.829
198,aero_1_0714:slice:3,197,51.018,987.145,51.018,987.145,20.259,12.381,12.856,0.815,1.636,0.611,0.897
199,aero_1_0714:slice:3,30,455.300,991.633,455.300,991.633,7.085,5.392,105.963,0.986,1.314,0.761,0.870
200,aero_1_0714:slice:3,697,16.326,1013.345,16.326,1013.345,37.114,23.911,177.787,0.748,1.552,0.644,0.945
201,aero_1_0714:slice:3,24,644.083,1022.708,644.083,1022.708,9.604,3.182,177.979,0.503,3.019,0.331,0.857
202,aero_1_0714:slice:4,55,78.155,2.082,78.155,2.082,13.685,5.117,176.727,0.593,2.675,0.374,0.917
203,aero_1_0714:slice:4,1312,808.634,24.214,808.634,24.214,47.516,35.157,174.423,0.804,1.352,0.740,0.945
204,aero_1_0714:slice:4,485,559.310,34.506,559.310,34.506,34.165,18.075,7.957,0.715,1.890,0.529,0.886
205,aero_1_0714:slice:4,645,14.345,77.548,14.345,77.548,32.125,25.564,92.456,0.757,1.257,0.796,0.902
206,aero_1_0714:slice:4,1046,432.773,103.343,432.773,103.343,41.414,32.158,25.857,0.760,1.288,0.776,0.912
207,aero_1_0714:slice:4,3190,656.724,141.789,656.724,141.789,73.257,55.444,142.355,0.759,1.321,0.757,0.931
208,aero_1_0714:slice:4,18,546.556,160.611,546.556,160.611,5.368,4.269,51.526,1.000,1.257,0.795,0.857
209,aero_1_0714:slice:4,2642,312.453,187.934,312.453,187.934,72.402,46.461,149.687,0.707,1.558,0.642,0.884
210,aero_1_0714:slice:4,1716,714.652,214.321,714.652,214.321,55.127,39.633,166.126,0.765,1.391,0.719,0.930
211,aero_1_0714:slice:4,4,854.000,214.000,854.000,214.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
212,aero_1_0714:slice:4,11,751.773,222.318,751.773,222.318,3.963,3.534,9.827,0.715,1.122,0.892,0.786
213,aero_1_0714:slice:4,5,526.900,224.300,526.900,224.300,3.144,2.025,71.565,1.000,1.553,0.644,0.909
214,aero_1_0714:slice:4,316,171.095,237.152,171.095,237.152,25.631,15.698,43.049,0.764,1.633,0.612,0.875
215,aero_1_0714:slice:4,6,261.000,234.500,261.000,234.500,3.385,2.257,90.000,1.000,1.500,0.667,1.000
216,aero_1_0714:slice:4,1313,1007.956,262.991,1007.956,262.991,46.365,36.057,93.367,0.730,1.286,0.778,0.932
217,aero_1_0714:slice:4,1293,93.938,265.608,93.938,265.608,42.002,39.196,58.366,0.790,1.072,0.933,0.933
218,aero_1_0714:slice:4,6,568.500,259.000,568.500,259.000,3.385,2.257,0.000,1.000,1.500,0.667,1.000
219,aero_1_0714:slice:4,8,181.000,281.500,181.000,281.500,3.489,2.919,0.000,1.000,1.195,0.837,0.800
220,aero_1_0714:slice:4,66,841.561,296.742,841.561,296.742,12.101,6.944,140.975,0.768,1.743,0.574,0.841
221,aero_1_0714:slice:4,1385,679.595,329.964,679.595,329.964,51.176,34.458,149.011,0.668,1.485,0.673,0.875
222,aero_1_0714:slice:4,226,441.872,328.142,441.872,328.142,20.003,14.385,7.477,0.881,1.391,0.719,0.917
223,aero_1_0714:slice:4,1702,265.764,347.147,265.764,347.147,49.456,43.818,127.273,0.660,1.129,0.886,0.880
224,aero_1_0714:slice:4,6,611.667,358.667,611.667,358.667,3.140,2.433,135.000,1.000,1.291,0.775,0.800
225,aero_1_0714:slice:4,6,1015.000,372.500,1015.000,372.500,3.385,2.257,90.000,1.000,1.500,0.667,1.000
226,aero_1_0714:slice:4,32,336.000,425.594,336.000,425.594,7.649,5.327,22.411,0.914,1.436,0.696,0.853
